TermTested,TermRostered,DistrictName,SchoolName,Teacher,ClassName,Subject,Course,ASGType,GrowthComparisonPeriod,NormsReferenceData,WIStartTerm,WIEndTerm,StudentID,StudentLastName,StudentFirstName,StudentGrade,TestDate,StartRIT,StartRITSEM,StartPercentile,StartTestDuration,EndTestDate,EndRIT,EndRITSEM,EndPercentile,EndTestDuration,ProjectedRIT,ProjectedGrowth,ObservedGrowth,ObservedGrowthSE,GrowthIndex,MetGrowthProjection?,ConditionalGrowthIndex,ConditionalGrowthPercentile,CountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores,CountofStudentswhoMetorExceededtheirProjectedGrowth,PercentageofStudentswhoMetorExceededtheirProjectedRIT,PercentageofProjectedGrowthMet,MedianConditionalGrowthPercentile,StartGrowthandAchievement,EndGrowthandAchievement,ConditionalGrowthPercentileAxis,AchievementPercentileAxis
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250048,Kapoor,Ishaan,6,2025-09-12,198,3.2,31,47,2026-05-08,206,3.2,40,49,203,5,8,4.5,3,Yes,0.38,65,24,20,83,325,82,High Growth / Low Achievement,High Growth / Low Achievement,65,40
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250065,Kaya,Defne,6,2025-09-12,242,3.3,99,37,2026-05-08,238,3.3,96,35,243,1,-4,4.7,-5,No,-0.62,27,24,20,83,325,82,Low Growth / High Achievement,Low Growth / High Achievement,27,96
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250050,Kowalska,Zofia,6,2025-09-12,226,3.1,89,45,2026-05-08,231,3.3,91,43,228,2,5,4.5,3,Yes,0.38,65,24,20,83,325,82,High Growth / High Achievement,High Growth / High Achievement,65,91
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250053,Lim,Jia Hui,6,2025-09-12,216,3.1,73,45,2026-05-08,228,3.1,87,46,219,3,12,4.4,9,Yes,1.13,87,24,20,83,325,82,High Growth / High Achievement,High Growth / High Achievement,87,87
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250059,Mendoza,Lucía,6,2025-09-12,212,3.0,65,41,2026-05-08,237,3.1,95,42,215,3,25,4.3,22,Yes,2.75,99,24,20,83,325,82,High Growth / High Achievement,High Growth / High Achievement,99,95
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250061,Moreau,Inès,6,2025-09-12,213,3.0,67,54,2026-05-08,219,3.2,71,57,216,3,6,4.4,3,Yes,0.38,65,24,20,83,325,82,High Growth / High Achievement,High Growth / High Achievement,65,71
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250063,Mwangi,Nia,6,2025-09-12,206,2.8,50,38,2026-05-08,223,3.0,79,39,210,4,17,4.1,13,Yes,1.63,95,24,20,83,325,82,High Growth / Average Achievement,High Growth / High Achievement,95,79
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250060,Nguyen,Minh,6,2025-09-12,215,3.1,71,43,2026-05-08,224,3.1,81,43,218,3,9,4.4,6,Yes,0.75,77,24,20,83,325,82,High Growth / High Achievement,High Growth / High Achievement,77,81
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250057,Nyberg,Astrid,6,2025-09-12,211,3.0,62,38,2026-05-20,228,3.1,87,36,214,3,17,4.3,14,Yes,1.75,96,24,20,83,325,82,High Growth / High Achievement,High Growth / High Achievement,96,87
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250069,Ochieng,Makena,6,2025-09-12,234,3.4,96,35,2026-05-08,236,3.4,95,35,235,1,2,4.8,1,Yes,0.13,55,24,20,83,325,82,Average Growth / High Achievement,Average Growth / High Achievement,55,95
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250051,Ortiz,Joaquín,6,2025-09-12,203,3.0,43,36,2026-05-08,206,3.0,40,33,207,4,3,4.2,-1,No,-0.12,45,24,20,83,325,82,Average Growth / Average Achievement,Average Growth / Low Achievement,45,40
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250047,Papadopoulos,Sofia,6,2025-09-12,230,3.2,93,45,2026-05-08,237,3.3,95,41,231,1,7,4.6,6,Yes,0.75,77,24,20,83,325,82,High Growth / High Achievement,High Growth / High Achievement,77,95
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250062,Qasim,Tariq,6,2025-09-12,185,3.1,9,54,2026-05-08,188,3.2,8,49,192,7,3,4.5,-4,No,-0.50,31,24,20,83,325,82,Low Growth / Low Achievement,Low Growth / Low Achievement,31,8
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250046,Saleh,Yousef,6,2025-09-12,189,3.1,14,54,2026-05-08,215,3.0,62,57,195,6,26,4.3,20,Yes,2.50,99,24,20,83,325,82,High Growth / Low Achievement,High Growth / High Achievement,99,62
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250058,Sharma,Aarav,6,2025-09-12,197,3.0,29,33,2026-05-08,212,3.0,55,29,202,5,15,4.2,10,Yes,1.25,89,24,20,83,325,82,High Growth / Low Achievement,High Growth / Average Achievement,89,55
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250049,Tesfaye,Abebe,6,2025-09-12,228,3.2,92,33,2026-05-08,235,3.1,94,32,229,1,7,4.5,6,Yes,0.75,77,24,20,83,325,82,High Growth / High Achievement,High Growth / High Achievement,77,94
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250068,Watanabe,Sora,6,2025-09-12,224,3.1,87,49,2026-05-08,235,3.3,94,47,226,2,11,4.5,9,Yes,1.13,87,24,20,83,325,82,High Growth / High Achievement,High Growth / High Achievement,87,94
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250066,Chowdhury,Farhan,6,2025-09-17,211,3.1,52,62,2026-05-13,224,2.9,59,65,221,10,13,4.2,3,Yes,0.38,65,24,16,67,116,65,High Growth / Average Achievement,High Growth / Average Achievement,65,59
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250056,Eze,Chidi,6,2025-09-17,228,3.2,87,40,2026-05-13,245,3.1,92,43,238,10,17,4.5,7,Yes,0.88,81,24,16,67,116,65,High Growth / High Achievement,High Growth / High Achievement,81,92
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250054,Fernandes,Hugo,6,2025-09-17,216,2.9,65,70,2026-05-13,230,3.0,71,77,226,10,14,4.2,4,Yes,0.50,69,24,16,67,116,65,High Growth / High Achievement,High Growth / High Achievement,69,71
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250055,Hamdi,Rania,6,2025-09-17,197,3.1,21,49,2026-05-13,208,3.0,25,41,207,10,11,4.3,1,Yes,0.13,55,24,16,67,116,65,Average Growth / Low Achievement,Average Growth / Low Achievement,55,25
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250064,Horvat,Luka,6,2025-09-17,212,2.9,55,59,2026-05-13,220,3.0,50,48,222,10,8,4.2,-2,No,-0.25,40,24,16,67,116,65,Low Growth / Average Achievement,Low Growth / Average Achievement,40,50
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250052,Hosseini,Shirin,6,2025-09-17,225,3.0,83,49,2026-05-13,238,3.0,84,47,235,10,13,4.2,3,Yes,0.38,65,24,16,67,116,65,High Growth / High Achievement,High Growth / High Achievement,65,84
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250067,Hughes,Olivia,6,2025-09-17,209,2.9,48,73,2026-05-13,217,3.0,43,73,219,10,8,4.2,-2,No,-0.25,40,24,16,67,116,65,Low Growth / Average Achievement,Low Growth / Average Achievement,40,43
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250048,Kapoor,Ishaan,6,2025-09-17,211,2.9,52,55,2026-05-13,218,3.0,46,52,221,10,7,4.2,-3,No,-0.37,36,24,16,67,116,65,Low Growth / Average Achievement,Low Growth / Average Achievement,36,46
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250065,Kaya,Defne,6,2025-09-17,232,3.2,92,44,2026-05-13,236,3.1,81,48,242,10,4,4.5,-6,No,-0.75,23,24,16,67,116,65,Low Growth / High Achievement,Low Growth / High Achievement,23,81
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250050,Kowalska,Zofia,6,2025-09-17,224,3.2,81,52,2026-05-13,238,3.0,84,47,234,10,14,4.4,4,Yes,0.50,69,24,16,67,116,65,High Growth / High Achievement,High Growth / High Achievement,69,84
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250053,Lim,Jia Hui,6,2025-09-17,219,3.0,71,58,2026-05-13,222,3.0,54,58,229,10,3,4.2,-7,No,-0.87,19,24,16,67,116,65,Low Growth / High Achievement,Low Growth / Average Achievement,19,54
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250059,Mendoza,Lucía,6,2025-09-17,211,3.1,52,51,2026-05-13,224,3.2,59,50,221,10,13,4.5,3,Yes,0.38,65,24,16,67,116,65,High Growth / Average Achievement,High Growth / Average Achievement,65,59
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250061,Moreau,Inès,6,2025-09-17,201,3.0,29,69,2026-05-13,200,3.1,13,74,211,10,-1,4.3,-11,No,-1.37,9,24,16,67,116,65,Low Growth / Low Achievement,Low Growth / Low Achievement,9,13
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250063,Mwangi,Nia,6,2025-09-17,202,3.1,31,46,2026-05-13,222,3.1,54,45,212,10,20,4.4,10,Yes,1.25,89,24,16,67,116,65,High Growth / Low Achievement,High Growth / Average Achievement,89,54
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250060,Nguyen,Minh,6,2025-09-17,215,3.1,62,59,2026-05-13,217,2.9,43,51,225,10,2,4.2,-8,No,-1.00,16,24,16,67,116,65,Low Growth / High Achievement,Low Growth / Average Achievement,16,43
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250057,Nyberg,Astrid,6,2025-09-17,225,3.1,83,44,2026-05-19,237,3.1,83,47,235,10,12,4.4,2,Yes,0.25,60,24,16,67,116,65,Average Growth / High Achievement,Average Growth / High Achievement,60,83
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250069,Ochieng,Makena,6,2025-09-17,219,3.0,71,48,2026-05-13,238,3.2,84,43,229,10,19,4.4,9,Yes,1.13,87,24,16,67,116,65,High Growth / High Achievement,High Growth / High Achievement,87,84
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250051,Ortiz,Joaquín,6,2025-09-17,224,3.2,81,41,2026-05-13,244,3.1,91,37,234,10,20,4.5,10,Yes,1.25,89,24,16,67,116,65,High Growth / High Achievement,High Growth / High Achievement,89,91
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250047,Papadopoulos,Sofia,6,2025-09-17,219,3.1,71,53,2026-05-13,239,3.0,85,51,229,10,20,4.3,10,Yes,1.25,89,24,16,67,116,65,High Growth / High Achievement,High Growth / High Achievement,89,85
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250062,Qasim,Tariq,6,2025-09-17,221,3.1,75,60,2026-05-13,236,3.1,81,67,231,10,15,4.4,5,Yes,0.63,74,24,16,67,116,65,High Growth / High Achievement,High Growth / High Achievement,74,81
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250046,Saleh,Yousef,6,2025-09-17,191,3.3,12,66,2026-05-13,210,2.9,29,71,201,10,19,4.4,9,Yes,1.13,87,24,16,67,116,65,High Growth / Low Achievement,High Growth / Low Achievement,87,29
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250058,Sharma,Aarav,6,2025-09-17,183,3.2,5,42,2026-05-13,182,3.2,2,39,193,10,-1,4.5,-11,No,-1.37,9,24,16,67,116,65,Low Growth / Low Achievement,Low Growth / Low Achievement,9,2
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250049,Tesfaye,Abebe,6,2025-09-17,213,3.0,57,46,2026-05-13,224,3.1,59,36,223,10,11,4.3,1,Yes,0.13,55,24,16,67,116,65,Average Growth / Average Achievement,Average Growth / Average Achievement,55,59
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250068,Watanabe,Sora,6,2025-09-17,248,3.3,99,65,2026-05-13,266,3.2,99,58,258,10,18,4.6,8,Yes,1.00,84,24,16,67,116,65,High Growth / High Achievement,High Growth / High Achievement,84,99
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250066,Chowdhury,Farhan,6,2025-09-19,216,3.2,82,49,2026-05-15,218,2.9,78,42,218,2,2,4.3,0,Yes,0.00,50,24,20,83,308,79,Average Growth / High Achievement,Average Growth / High Achievement,50,78
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250056,Eze,Chidi,6,2025-09-19,204,3.0,50,35,2026-05-15,219,3.2,80,31,207,3,15,4.4,12,Yes,1.71,96,24,20,83,308,79,High Growth / Average Achievement,High Growth / High Achievement,96,80
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250054,Fernandes,Hugo,6,2025-09-19,222,3.2,92,51,2026-05-15,219,3.2,80,47,224,2,-3,4.5,-5,No,-0.71,24,24,20,83,308,79,Low Growth / High Achievement,Low Growth / High Achievement,24,80
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250055,Hamdi,Rania,6,2025-09-19,200,3.1,38,36,2026-05-15,209,3.1,56,37,203,3,9,4.4,6,Yes,0.86,81,24,20,83,308,79,High Growth / Low Achievement,High Growth / Average Achievement,81,56
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250064,Horvat,Luka,6,2025-09-19,211,3.1,70,40,2026-05-15,223,3.1,87,44,214,3,12,4.4,9,Yes,1.29,90,24,20,83,308,79,High Growth / High Achievement,High Growth / High Achievement,90,87
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250052,Hosseini,Shirin,6,2025-09-19,223,3.2,93,40,2026-05-15,224,3.3,89,38,225,2,1,4.6,-1,No,-0.14,44,24,20,83,308,79,Average Growth / High Achievement,Average Growth / High Achievement,44,89
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250067,Hughes,Olivia,6,2025-09-19,203,2.9,47,54,2026-05-15,213,3.1,67,50,206,3,10,4.2,7,Yes,1.00,84,24,20,83,308,79,High Growth / Average Achievement,High Growth / High Achievement,84,67
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250048,Kapoor,Ishaan,6,2025-09-19,201,3.1,41,45,2026-05-15,201,3.2,33,37,204,3,0,4.5,-3,No,-0.43,33,24,20,83,308,79,Low Growth / Average Achievement,Low Growth / Low Achievement,33,33
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250065,Kaya,Defne,6,2025-09-19,220,3.2,89,37,2026-05-15,226,3.1,91,32,222,2,6,4.5,4,Yes,0.57,72,24,20,83,308,79,High Growth / High Achievement,High Growth / High Achievement,72,91
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250050,Kowalska,Zofia,6,2025-09-19,212,3.2,73,41,2026-05-15,227,3.0,92,36,215,3,15,4.4,12,Yes,1.71,96,24,20,83,308,79,High Growth / High Achievement,High Growth / High Achievement,96,92
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250053,Lim,Jia Hui,6,2025-09-19,216,3.0,82,47,2026-05-15,224,3.2,89,39,218,2,8,4.4,6,Yes,0.86,81,24,20,83,308,79,High Growth / High Achievement,High Growth / High Achievement,81,89
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250059,Mendoza,Lucía,6,2025-09-19,209,3.1,65,43,2026-05-15,209,3.1,56,42,212,3,0,4.4,-3,No,-0.43,33,24,20,83,308,79,Low Growth / High Achievement,Low Growth / Average Achievement,33,56
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250061,Moreau,Inès,6,2025-09-19,213,3.1,76,69,2026-05-15,227,3.3,92,61,216,3,14,4.5,11,Yes,1.57,94,24,20,83,308,79,High Growth / High Achievement,High Growth / High Achievement,94,92
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250063,Mwangi,Nia,6,2025-09-19,193,3.1,20,30,2026-05-15,211,3.1,61,35,197,4,18,4.4,14,Yes,2.00,98,24,20,83,308,79,High Growth / Low Achievement,High Growth / High Achievement,98,61
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250060,Nguyen,Minh,6,2025-09-19,225,3.3,95,47,2026-05-15,231,3.2,96,43,227,2,6,4.6,4,Yes,0.57,72,24,20,83,308,79,High Growth / High Achievement,High Growth / High Achievement,72,96
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250057,Nyberg,Astrid,6,2025-09-19,216,3.0,82,35,2026-05-19,227,3.2,92,33,218,2,11,4.4,9,Yes,1.29,90,24,20,83,308,79,High Growth / High Achievement,High Growth / High Achievement,90,92
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250069,Ochieng,Makena,6,2025-09-19,217,3.0,84,35,2026-05-15,222,3.1,86,36,219,2,5,4.3,3,Yes,0.43,67,24,20,83,308,79,High Growth / High Achievement,High Growth / High Achievement,67,86
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250051,Ortiz,Joaquín,6,2025-09-19,204,2.9,50,33,2026-05-15,212,3.0,64,31,207,3,8,4.2,5,Yes,0.71,76,24,20,83,308,79,High Growth / Average Achievement,High Growth / High Achievement,76,64
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250047,Papadopoulos,Sofia,6,2025-09-19,213,3.2,76,40,2026-05-15,222,3.0,86,37,216,3,9,4.4,6,Yes,0.86,81,24,20,83,308,79,High Growth / High Achievement,High Growth / High Achievement,81,86
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250062,Qasim,Tariq,6,2025-09-19,190,3.0,14,55,2026-05-15,196,3.1,22,47,194,4,6,4.3,2,Yes,0.29,61,24,20,83,308,79,High Growth / Low Achievement,High Growth / Low Achievement,61,22
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250046,Saleh,Yousef,6,2025-09-19,206,3.1,56,56,2026-05-15,214,3.2,69,62,209,3,8,4.5,5,Yes,0.71,76,24,20,83,308,79,High Growth / Average Achievement,High Growth / High Achievement,76,69
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250058,Sharma,Aarav,6,2025-09-19,194,3.1,22,30,2026-05-15,201,3.1,33,28,198,4,7,4.4,3,Yes,0.43,67,24,20,83,308,79,High Growth / Low Achievement,High Growth / Low Achievement,67,33
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250049,Tesfaye,Abebe,6,2025-09-19,200,3.0,38,29,2026-05-15,221,3.2,84,33,203,3,21,4.4,18,Yes,2.57,99,24,20,83,308,79,High Growth / Low Achievement,High Growth / High Achievement,99,84
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250068,Watanabe,Sora,6,2025-09-19,217,3.2,84,49,2026-05-15,232,3.3,96,47,219,2,15,4.6,13,Yes,1.86,97,24,20,83,308,79,High Growth / High Achievement,High Growth / High Achievement,97,96
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250078,Adeyemi,Ayo,6,2025-09-10,225,3.2,83,45,2026-05-06,229,3.2,84,44,226,1,4,4.5,3,Yes,0.38,65,20,14,70,70,65,High Growth / High Achievement,High Growth / High Achievement,65,84
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250080,Aliyev,Arman,6,2025-09-10,194,2.9,19,62,2026-05-06,182,3.2,4,62,199,5,-12,4.3,-17,No,-2.12,2,20,14,70,70,65,Low Growth / Low Achievement,Low Growth / Low Achievement,2,4
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250070,Barakat,Hadi,6,2025-09-10,237,3.2,95,46,2026-05-06,241,3.1,96,46,238,1,4,4.5,3,Yes,0.38,65,20,14,70,70,65,High Growth / High Achievement,High Growth / High Achievement,65,96
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250089,Berg,Tobias,6,2025-09-10,193,2.9,17,51,2026-05-06,204,3.2,32,51,198,5,11,4.3,6,Yes,0.75,77,20,14,70,70,65,High Growth / Low Achievement,High Growth / Low Achievement,77,32
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250077,Costa,Isabela,6,2025-09-24,216,2.9,66,57,2026-05-06,222,3.0,72,59,218,2,6,4.2,4,Yes,0.50,69,20,14,70,70,65,High Growth / High Achievement,High Growth / High Achievement,69,72
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250073,Diallo,Fatou,6,2025-09-10,211,3.0,55,51,2026-05-06,223,3.0,74,51,214,3,12,4.2,9,Yes,1.13,87,20,14,70,70,65,High Growth / Average Achievement,High Growth / High Achievement,87,74
