Term Tested,District Name,School Name,Instructor Name,Class Name,Student ID,Student Last Name,Student First Name,Student Grade,Subject,Course,Test Name,Date Tested,Duration,Test RIT Score,Standard Error,Test Percentile,Percent Rapid Guessed,Lexile,Quantile,Instructional Area 1 Name,Instructional Area 1 RIT,Instructional Area 1 StdErr,Instructional Area 2 Name,Instructional Area 2 RIT,Instructional Area 2 StdErr,Instructional Area 3 Name,Instructional Area 3 RIT,Instructional Area 3 StdErr,Instructional Area 4 Name,Instructional Area 4 RIT,Instructional Area 4 StdErr,Instructional Area 5 Name,Instructional Area 5 RIT,Instructional Area 5 StdErr
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250060,Nguyen,Minh,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,43,224,3.1,81,0,,,"Writing: Write, Revise Texts for Purpose and Audience",226,6.0,"Language: Understand, Edit for Grammar, Usage",218,5.8,"Language: Understand, Edit for Mechanics",230,5.8,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250057,Nyberg,Astrid,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/20/2026,36,228,3.1,87,1,,,"Writing: Write, Revise Texts for Purpose and Audience",232,6.5,"Language: Understand, Edit for Grammar, Usage",230,5.9,"Language: Understand, Edit for Mechanics",219,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250069,Ochieng,Makena,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,35,236,3.4,95,0,,,"Writing: Write, Revise Texts for Purpose and Audience",238,5.9,"Language: Understand, Edit for Grammar, Usage",236,6.1,"Language: Understand, Edit for Mechanics",233,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250051,Ortiz,Joaquín,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,33,206,3.0,40,0,,,"Writing: Write, Revise Texts for Purpose and Audience",203,6.6,"Language: Understand, Edit for Grammar, Usage",208,6.1,"Language: Understand, Edit for Mechanics",207,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250047,Papadopoulos,Sofia,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,41,237,3.3,95,0,,,"Writing: Write, Revise Texts for Purpose and Audience",233,6.4,"Language: Understand, Edit for Grammar, Usage",242,6.3,"Language: Understand, Edit for Mechanics",236,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250062,Qasim,Tariq,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,49,188,3.2,8,0,,,"Writing: Write, Revise Texts for Purpose and Audience",189,6.0,"Language: Understand, Edit for Grammar, Usage",197,6.4,"Language: Understand, Edit for Mechanics",176,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250046,Saleh,Yousef,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,57,215,3.0,62,4,,,"Writing: Write, Revise Texts for Purpose and Audience",210,6.1,"Language: Understand, Edit for Grammar, Usage",216,5.9,"Language: Understand, Edit for Mechanics",221,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250058,Sharma,Aarav,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,29,212,3.0,55,3,,,"Writing: Write, Revise Texts for Purpose and Audience",206,6.3,"Language: Understand, Edit for Grammar, Usage",221,6.0,"Language: Understand, Edit for Mechanics",207,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250049,Tesfaye,Abebe,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,32,235,3.1,94,4,,,"Writing: Write, Revise Texts for Purpose and Audience",243,6.4,"Language: Understand, Edit for Grammar, Usage",221,6.3,"Language: Understand, Edit for Mechanics",242,5.9,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250068,Watanabe,Sora,6,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/8/2026,47,235,3.3,94,8,,,"Writing: Write, Revise Texts for Purpose and Audience",234,6.2,"Language: Understand, Edit for Grammar, Usage",247,6.0,"Language: Understand, Edit for Mechanics",223,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250066,Chowdhury,Farhan,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,65,224,2.9,59,4,,925Q,Operations and Algebraic Thinking,229,6.5,The Real and Complex Number Systems,221,6.8,Geometry,219,6.8,Statistics and Probability,225,6.4,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250056,Eze,Chidi,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,43,245,3.1,92,3,,1240Q,Operations and Algebraic Thinking,232,6.8,The Real and Complex Number Systems,247,6.9,Geometry,249,6.4,Statistics and Probability,252,6.6,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250054,Fernandes,Hugo,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,77,230,3.0,71,1,,1015Q,Operations and Algebraic Thinking,224,6.9,The Real and Complex Number Systems,239,6.7,Geometry,226,6.7,Statistics and Probability,229,6.8,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250055,Hamdi,Rania,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,41,208,3.0,25,0,,685Q,Operations and Algebraic Thinking,213,6.7,The Real and Complex Number Systems,201,6.7,Geometry,210,6.2,Statistics and Probability,208,6.6,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250064,Horvat,Luka,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,48,220,3.0,50,0,,865Q,Operations and Algebraic Thinking,222,7.0,The Real and Complex Number Systems,222,6.5,Geometry,213,6.9,Statistics and Probability,222,6.5,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250052,Hosseini,Shirin,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,47,238,3.0,84,0,,1135Q,Operations and Algebraic Thinking,235,6.4,The Real and Complex Number Systems,240,6.5,Geometry,230,6.8,Statistics and Probability,249,6.3,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250067,Hughes,Olivia,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,73,217,3.0,43,0,,820Q,Operations and Algebraic Thinking,211,6.9,The Real and Complex Number Systems,208,6.2,Geometry,223,7.0,Statistics and Probability,226,6.2,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250048,Kapoor,Ishaan,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,52,218,3.0,46,0,,835Q,Operations and Algebraic Thinking,222,6.5,The Real and Complex Number Systems,218,6.2,Geometry,208,6.8,Statistics and Probability,223,6.9,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250065,Kaya,Defne,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,48,236,3.1,81,1,,1105Q,Operations and Algebraic Thinking,242,6.9,The Real and Complex Number Systems,240,7.0,Geometry,233,6.2,Statistics and Probability,234,7.0,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250050,Kowalska,Zofia,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,47,238,3.0,84,0,,1135Q,Operations and Algebraic Thinking,242,6.5,The Real and Complex Number Systems,240,6.6,Geometry,226,6.9,Statistics and Probability,241,6.3,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250053,Lim,Jia Hui,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,58,222,3.0,54,3,,895Q,Operations and Algebraic Thinking,217,6.9,The Real and Complex Number Systems,216,6.4,Geometry,229,6.9,Statistics and Probability,223,6.4,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250059,Mendoza,Lucía,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,50,224,3.2,59,3,,925Q,Operations and Algebraic Thinking,227,7.0,The Real and Complex Number Systems,210,6.9,Geometry,224,6.5,Statistics and Probability,236,6.9,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250061,Moreau,Inès,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,74,200,3.1,13,0,,565Q,Operations and Algebraic Thinking,206,7.0,The Real and Complex Number Systems,189,6.6,Geometry,207,6.2,Statistics and Probability,203,6.6,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250063,Mwangi,Nia,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,45,222,3.1,54,6,,895Q,Operations and Algebraic Thinking,223,6.5,The Real and Complex Number Systems,221,6.5,Geometry,222,6.4,Statistics and Probability,222,7.0,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250060,Nguyen,Minh,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,51,217,2.9,43,0,,820Q,Operations and Algebraic Thinking,227,6.4,The Real and Complex Number Systems,215,7.0,Geometry,204,6.3,Statistics and Probability,220,6.3,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250057,Nyberg,Astrid,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/19/2026,47,237,3.1,83,3,,1120Q,Operations and Algebraic Thinking,234,6.8,The Real and Complex Number Systems,240,6.5,Geometry,229,6.6,Statistics and Probability,242,6.9,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250069,Ochieng,Makena,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,43,238,3.2,84,0,,1135Q,Operations and Algebraic Thinking,242,6.7,The Real and Complex Number Systems,241,6.7,Geometry,236,6.9,Statistics and Probability,234,6.6,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250051,Ortiz,Joaquín,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,37,244,3.1,91,8,,1225Q,Operations and Algebraic Thinking,246,6.4,The Real and Complex Number Systems,239,6.6,Geometry,236,6.7,Statistics and Probability,256,6.6,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250047,Papadopoulos,Sofia,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,51,239,3.0,85,0,,1150Q,Operations and Algebraic Thinking,240,6.6,The Real and Complex Number Systems,241,7.0,Geometry,235,6.6,Statistics and Probability,239,6.4,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250062,Qasim,Tariq,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,67,236,3.1,81,0,,1105Q,Operations and Algebraic Thinking,229,6.5,The Real and Complex Number Systems,255,7.0,Geometry,234,6.6,Statistics and Probability,225,6.5,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250046,Saleh,Yousef,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,71,210,2.9,29,0,,715Q,Operations and Algebraic Thinking,217,6.3,The Real and Complex Number Systems,207,6.7,Geometry,210,6.4,Statistics and Probability,202,6.2,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250058,Sharma,Aarav,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,39,182,3.2,2,5,,295Q,Operations and Algebraic Thinking,189,6.4,The Real and Complex Number Systems,191,6.8,Geometry,175,6.4,Statistics and Probability,174,6.5,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250049,Tesfaye,Abebe,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,36,224,3.1,59,1,,925Q,Operations and Algebraic Thinking,222,6.6,The Real and Complex Number Systems,229,6.9,Geometry,228,6.3,Statistics and Probability,218,6.4,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250068,Watanabe,Sora,6,Mathematics,Math K-12,Growth: Math 6+ CCSS 2010 V2,5/13/2026,58,266,3.2,99,0,,1555Q,Operations and Algebraic Thinking,271,6.9,The Real and Complex Number Systems,271,6.7,Geometry,256,6.7,Statistics and Probability,265,7.0,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250066,Chowdhury,Farhan,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,42,218,2.9,78,0,,,Life Science,224,6.6,Earth and Space Science,219,6.1,Physical Science,211,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250056,Eze,Chidi,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,31,219,3.2,80,8,,,Life Science,224,6.5,Earth and Space Science,222,6.7,Physical Science,210,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250054,Fernandes,Hugo,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,47,219,3.2,80,0,,,Life Science,223,6.6,Earth and Space Science,215,6.6,Physical Science,221,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250055,Hamdi,Rania,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,37,209,3.1,56,5,,,Life Science,215,6.6,Earth and Space Science,197,6.4,Physical Science,216,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250064,Horvat,Luka,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,44,223,3.1,87,1,,,Life Science,238,6.3,Earth and Space Science,208,6.3,Physical Science,220,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250052,Hosseini,Shirin,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,38,224,3.3,89,0,,,Life Science,223,6.6,Earth and Space Science,218,6.1,Physical Science,232,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250067,Hughes,Olivia,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,50,213,3.1,67,2,,,Life Science,209,6.2,Earth and Space Science,213,6.7,Physical Science,215,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250048,Kapoor,Ishaan,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,37,201,3.2,33,8,,,Life Science,207,6.5,Earth and Space Science,189,6.6,Physical Science,205,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250065,Kaya,Defne,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,32,226,3.1,91,0,,,Life Science,218,6.7,Earth and Space Science,221,6.7,Physical Science,238,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250050,Kowalska,Zofia,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,36,227,3.0,92,0,,,Life Science,225,6.8,Earth and Space Science,233,6.4,Physical Science,222,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250053,Lim,Jia Hui,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,39,224,3.2,89,0,,,Life Science,223,6.6,Earth and Space Science,225,6.5,Physical Science,222,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250059,Mendoza,Lucía,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,42,209,3.1,56,2,,,Life Science,197,6.5,Earth and Space Science,216,6.1,Physical Science,212,6.7,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250061,Moreau,Inès,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,61,227,3.3,92,0,,,Life Science,224,6.6,Earth and Space Science,216,6.4,Physical Science,241,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250063,Mwangi,Nia,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,35,211,3.1,61,0,,,Life Science,212,6.7,Earth and Space Science,208,6.8,Physical Science,215,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250060,Nguyen,Minh,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,43,231,3.2,96,6,,,Life Science,230,6.8,Earth and Space Science,228,6.1,Physical Science,235,6.6,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250057,Nyberg,Astrid,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/19/2026,33,227,3.2,92,1,,,Life Science,225,6.6,Earth and Space Science,230,6.6,Physical Science,224,6.8,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250069,Ochieng,Makena,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,36,222,3.1,86,7,,,Life Science,218,6.2,Earth and Space Science,217,6.8,Physical Science,231,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250051,Ortiz,Joaquín,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,31,212,3.0,64,6,,,Life Science,208,6.7,Earth and Space Science,214,6.2,Physical Science,213,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250047,Papadopoulos,Sofia,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,37,222,3.0,86,4,,,Life Science,227,6.6,Earth and Space Science,214,6.7,Physical Science,225,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250062,Qasim,Tariq,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,47,196,3.1,22,0,,,Life Science,194,6.4,Earth and Space Science,190,6.5,Physical Science,202,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250046,Saleh,Yousef,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,62,214,3.2,69,0,,,Life Science,215,6.4,Earth and Space Science,216,6.2,Physical Science,212,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250058,Sharma,Aarav,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,28,201,3.1,33,3,,,Life Science,202,6.1,Earth and Space Science,208,6.8,Physical Science,195,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250049,Tesfaye,Abebe,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,33,221,3.2,84,0,,,Life Science,226,6.7,Earth and Space Science,224,6.0,Physical Science,213,6.6,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6A,D250068,Watanabe,Sora,6,Science,Science K-12,Growth: Science 6-8 for use with NGSS 2013,5/15/2026,47,232,3.3,96,4,,,Life Science,231,6.3,Earth and Space Science,231,6.1,Physical Science,232,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250078,Adeyemi,Ayo,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,44,229,3.2,84,0,1080L,,Literary Text: Key Ideas and Details,214,7.7,"Literary Text: Language, Craft, and Structure",231,7.6,Informational Text: Key Ideas and Details,236,7.1,"Informational Text: Language, Craft, and Structure",235,7.7,Vocabulary: Acquisition and Use,225,7.2
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250080,Aliyev,Arman,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,62,182,3.2,4,0,305L,,Literary Text: Key Ideas and Details,176,7.6,"Literary Text: Language, Craft, and Structure",185,7.3,Informational Text: Key Ideas and Details,189,7.2,"Informational Text: Language, Craft, and Structure",186,7.5,Vocabulary: Acquisition and Use,174,7.7
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250070,Barakat,Hadi,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,46,241,3.1,96,0,1275L,,Literary Text: Key Ideas and Details,249,7.2,"Literary Text: Language, Craft, and Structure",234,7.1,Informational Text: Key Ideas and Details,241,7.5,"Informational Text: Language, Craft, and Structure",247,7.4,Vocabulary: Acquisition and Use,238,7.6
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250089,Berg,Tobias,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,51,204,3.2,32,0,665L,,Literary Text: Key Ideas and Details,202,7.6,"Literary Text: Language, Craft, and Structure",206,7.1,Informational Text: Key Ideas and Details,206,7.4,"Informational Text: Language, Craft, and Structure",206,7.3,Vocabulary: Acquisition and Use,196,7.4
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250077,Costa,Isabela,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,59,222,3.0,72,0,965L,,Literary Text: Key Ideas and Details,215,7.2,"Literary Text: Language, Craft, and Structure",240,7.6,Informational Text: Key Ideas and Details,219,7.4,"Informational Text: Language, Craft, and Structure",225,7.7,Vocabulary: Acquisition and Use,212,7.0
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250073,Diallo,Fatou,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,51,223,3.0,74,0,980L,,Literary Text: Key Ideas and Details,215,7.2,"Literary Text: Language, Craft, and Structure",224,7.3,Informational Text: Key Ideas and Details,227,7.0,"Informational Text: Language, Craft, and Structure",225,7.7,Vocabulary: Acquisition and Use,230,7.1
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250090,Haddad,Samira,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,54,199,3.1,22,0,585L,,Literary Text: Key Ideas and Details,206,7.7,"Literary Text: Language, Craft, and Structure",202,7.3,Informational Text: Key Ideas and Details,199,7.6,"Informational Text: Language, Craft, and Structure",191,7.1,Vocabulary: Acquisition and Use,194,7.7
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250082,Ivanova,Anya,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,54,212,3.0,50,0,800L,,Literary Text: Key Ideas and Details,215,7.4,"Literary Text: Language, Craft, and Structure",205,7.1,Informational Text: Key Ideas and Details,217,7.2,"Informational Text: Language, Craft, and Structure",212,7.0,Vocabulary: Acquisition and Use,210,7.6
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250084,Jaber,Reem,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,43,247,3.2,98,0,1375L,,Literary Text: Key Ideas and Details,260,7.6,"Literary Text: Language, Craft, and Structure",241,7.7,Informational Text: Key Ideas and Details,247,7.5,"Informational Text: Language, Craft, and Structure",257,7.6,Vocabulary: Acquisition and Use,233,7.6
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250081,Joshi,Saanvi,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,35,224,3.0,76,0,995L,,Literary Text: Key Ideas and Details,235,7.7,"Literary Text: Language, Craft, and Structure",213,7.7,Informational Text: Key Ideas and Details,230,7.8,"Informational Text: Language, Craft, and Structure",228,7.1,Vocabulary: Acquisition and Use,215,7.7
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250076,Lee,Ji-ho,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,46,240,3.2,95,0,1260L,,Literary Text: Key Ideas and Details,232,7.1,"Literary Text: Language, Craft, and Structure",241,7.3,Informational Text: Key Ideas and Details,242,7.4,"Informational Text: Language, Craft, and Structure",255,7.6,Vocabulary: Acquisition and Use,228,7.3
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250086,Okoro,Grace,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,72,231,3.4,87,4,1110L,,Literary Text: Key Ideas and Details,228,7.1,"Literary Text: Language, Craft, and Structure",228,7.6,Informational Text: Key Ideas and Details,234,7.6,"Informational Text: Language, Craft, and Structure",241,7.3,Vocabulary: Acquisition and Use,229,7.2
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250087,Othman,Faisal,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,57,224,3.0,76,0,995L,,Literary Text: Key Ideas and Details,228,7.4,"Literary Text: Language, Craft, and Structure",221,7.0,Informational Text: Key Ideas and Details,226,7.3,"Informational Text: Language, Craft, and Structure",222,7.6,Vocabulary: Acquisition and Use,221,7.7
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250071,Pillai,Meera,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,49,221,3.1,70,8,945L,,Literary Text: Key Ideas and Details,233,7.1,"Literary Text: Language, Craft, and Structure",208,7.3,Informational Text: Key Ideas and Details,220,7.6,"Informational Text: Language, Craft, and Structure",218,7.4,Vocabulary: Acquisition and Use,225,7.5
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250072,Ramírez,Mateo,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,61,215,3.0,57,0,850L,,Literary Text: Key Ideas and Details,223,7.5,"Literary Text: Language, Craft, and Structure",214,7.8,Informational Text: Key Ideas and Details,227,7.6,"Informational Text: Language, Craft, and Structure",206,7.5,Vocabulary: Acquisition and Use,207,7.5
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250088,Rao,Aditi,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,36,185,3.1,6,0,355L,,Literary Text: Key Ideas and Details,188,7.5,"Literary Text: Language, Craft, and Structure",185,7.7,Informational Text: Key Ideas and Details,177,7.6,"Informational Text: Language, Craft, and Structure",201,7.3,Vocabulary: Acquisition and Use,176,7.0
Spring 2025-2026,AISA (sample data),AISA Demo School,Rahimi,6B,D250079,Sabbagh,Lina,6,Reading,Reading,Growth: Reading 6+ CCSS 2010 V4,5/6/2026,39,218,2.8,64,7,895L,,Literary Text: Key Ideas and Details,228,7.3,"Literary Text: Language, Craft, and Structure",234,7.8,Informational Text: Key Ideas and Details,224,7.3,"Informational Text: Language, Craft, and Structure",196,7.8,Vocabulary: Acquisition and Use,207,7.6
